ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	type	median_IJC_SAMPLE_1	median_SJC_SAMPLE_1	median_IJC_SAMPLE_2	median_SJC_SAMPLE_2	sample	splice_id
70153	ENSG00000137075.18	RNF38	chr9	-	36351114	36351219	36351114	36351199	36352741	36352848	70153	12,9,19,21,12,36,0,4	27,20,42,26,63,21,23,47	0,0,7,0	5,72,64,49	159	139	9.50E-11	1.46E-08	0.28,0.282,0.283,0.414,0.143,0.6,0.0,0.069	0.0,0.0,0.087,0.0	0.237	A3SS	12	26.5	0	56.5	MDS	RNF38:chr9:36351114:36351219:36351114:36351199:36352741:36352848:-
58163	ENSG00000142327.13	RNPEPL1	chr2	+	240576567	240576765	240576638	240576765	240575501	240575610	58163	10,13,5	1,5,4	5,13,25	0,0,1	220	149	4.25E-06	0.000521059	0.871,0.638,0.458	1.0,1.0,0.944	-0.326	A3SS	10	4	13	0	Nalm_6	RNPEPL1:chr2:240576567:240576765:240576638:240576765:240575501:240575610:+
60486	ENSG00000142327.13	RNPEPL1	chr2	+	240576567	240576765	240576638	240576765	240575501	240575610	60486	17,23,16,9,0,16,10,0	33,35,36,23,64,24,16,14	6,12,1,10	0,0,0,0	210	139	0	0	0.254,0.303,0.227,0.206,0.0,0.306,0.293,0.0	1.0,1.0,1.0,1.0	-0.801	A3SS	13	28.5	8	0	MDS	RNPEPL1:chr2:240576567:240576765:240576638:240576765:240575501:240575610:+
59282	ENSG00000114391.13	RPL24	chr3	-	101682041	101682509	101682041	101682492	101682770	101682907	59282	178,128,22	16,701,298,289	75,120,23	11,721,754,512	166	149	0.000244407	0.015116462	0.087,0.081,0.064	0.054,0.058,0.039	0.027	A3SS	128	1298	75	1172	Nalm_6	RPL24:chr3:101682041:101682509:101682041:101682492:101682770:101682907:-
31043	ENSG00000114391.13	RPL24	chr3	-	101682041	101682509	101682041	101682492	101682770	101682907	31043	430,419	45,564,568	55,43	21,732,283	156	139	0	0	0.078,0.076	0.022,0.017	0.057	A3SS	424.5	4562	49	2228	K562_K700E	RPL24:chr3:101682041:101682509:101682041:101682492:101682770:101682907:-
61663	ENSG00000114391.13	RPL24	chr3	-	101682041	101682509	101682041	101682492	101682770	101682907	61663	3,661,826,732,466,730,000,000,000	92,712,104,415,650,500,000,000,000,000,000,000	6,0,0,0	2,850,833,794,734,900	156	139	0	0	0.034,0.072,0.04,0.067,0.058,0.06,0.064,0.04	0.002,0.0,0.0,0.0	0.054	A3SS	459	9504.5	0	6621.5	MDS	RPL24:chr3:101682041:101682509:101682041:101682492:101682770:101682907:-
36413	ENSG00000175634.15	RPS6KB2	chr11	+	67432352	67432845	67432599	67432845	67431367	67431515	36413	9,10	94,68	15,23	68,61	386	139	0.002694542	0.079380485	0.033,0.05	0.074,0.12	-0.056	A3SS	9.5	81	19	64.5	K562_K700E	RPS6KB2:chr11:67432352:67432845:67432599:67432845:67431367:67431515:+
76399	ENSG00000175634.15	RPS6KB2	chr11	+	67432352	67432845	67432599	67432845	67431367	67431515	76399	39,64,78,66,74,34,27,53	187,294,142,201,209,000,000,000	13,46,113,37	26,139,147,109	386	139	2.45E-06	0.000123231	0.07,0.073,0.165,0.106,0.113,0.061,0.053,0.05	0.153,0.106,0.217,0.109	-0.06	A3SS	58.5	194.5	41.5	124	MDS	RPS6KB2:chr11:67432352:67432845:67432599:67432845:67431367:67431515:+
27215	ENSG00000137815.15	RTF1	chr15	+	41471151	41471349	41471171	41471349	41470256	41470392	27215	15,14,7	170,183,106	0,2,2	399,367,344	169	149	2.01E-12	7.91E-10	0.072,0.063,0.055	0.0,0.005,0.005	0.06	A3SS	14	170	2	367	Nalm_6	RTF1:chr15:41471151:41471349:41471171:41471349:41470256:41470392:+
18435	ENSG00000137815.15	RTF1	chr15	+	41471151	41471349	41471171	41471349	41470256	41470392	18435	4,4	26,20	0,0	78,91	159	139	3.98E-05	0.003056395	0.119,0.149	0.0,0.0	0.134	A3SS	4	23	0	84.5	K562_K700E	RTF1:chr15:41471151:41471349:41471171:41471349:41470256:41470392:+
28219	ENSG00000137815.15	RTF1	chr15	+	41471151	41471349	41471171	41471349	41470256	41470392	28219	7,90,26,14,3,15,8,9	203,366,69,80,172,57,70,72	0,0,0,0	184,176,344,74	159	139	0	0	0.029,0.177,0.248,0.133,0.015,0.187,0.091,0.099	0.0,0.0,0.0,0.0	0.122	A3SS	11.5	76	0	180	MDS	RTF1:chr15:41471151:41471349:41471171:41471349:41470256:41470392:+
19776	ENSG00000130254.12	SAFB2	chr19	-	5595360	5595510	5595360	5595497	5598792	5598884	19776	15,25,12	134,112,73	0,0,1	292,286,186	162	149	0	0	0.093,0.17,0.131	0.0,0.0,0.005	0.13	A3SS	15	112	0	286	Nalm_6	SAFB2:chr19:5595360:5595510:5595360:5595497:5598792:5598884:-
15588	ENSG00000130254.12	SAFB2	chr19	-	5595360	5595510	5595360	5595497	5598792	5598884	15588	15,15	21,14	0,1	96,69	152	139	0	0	0.395,0.495	0.0,0.013	0.439	A3SS	15	17.5	0.5	82.5	K562_K700E	SAFB2:chr19:5595360:5595510:5595360:5595497:5598792:5598884:-
20398	ENSG00000130254.12	SAFB2	chr19	-	5595360	5595510	5595360	5595497	5598792	5598884	20398	169,323,104,29,68,70,27,33	240,720,116,120,145,131,65,246	0,5,0,0	306,318,354,142	152	139	0	0	0.392,0.291,0.451,0.181,0.3,0.328,0.275,0.109	0.0,0.014,0.0,0.0	0.287	A3SS	69	138	0	312	MDS	SAFB2:chr19:5595360:5595510:5595360:5595497:5598792:5598884:-
43872	ENSG00000010803.16	SCMH1	chr1	-	41113282	41113553	41113282	41113526	41116921	41117010	43872	22,19,25	238,192,179	12,11,10	231,300,384	176	149	1.05E-06	0.000152571	0.073,0.077,0.106	0.042,0.03,0.022	0.054	A3SS	22	192	11	300	Nalm_6	SCMH1:chr1:41113282:41113553:41113282:41113526:41116921:41117010:-
46080	ENSG00000010803.16	SCMH1	chr1	-	41113282	41113553	41113282	41113526	41116921	41117010	46080	6,0,30,2,23,16,4,3	52,36,164,51,125,64,38,82	0,6,0,5	13,163,216,97	166	139	2.36E-10	3.36E-08	0.088,0.0,0.133,0.032,0.134,0.173,0.081,0.03	0.0,0.03,0.0,0.041	0.066	A3SS	5	58	2.5	130	MDS	SCMH1:chr1:41113282:41113553:41113282:41113526:41116921:41117010:-
6383	ENSG00000142864.15	SERBP1	chr1	-	67424887	67424977	67424887	67424959	67425082	67425223	6383	230,719,751,118	771,685,362	163,014,551,418	151,413,201,281	167	149	0	0	0.727,0.72,0.734	0.49,0.496,0.497	0.233	A3SS	1975	685	1455	1320	Nalm_6	SERBP1:chr1:67424887:67424977:67424887:67424959:67425082:67425223:-
5842	ENSG00000142864.15	SERBP1	chr1	-	67424887	67424977	67424887	67424959	67425082	67425223	5842	348,319	73,82	441,480	388,438	157	139	0	0	0.808,0.775	0.502,0.492	0.295	A3SS	333.5	77.5	460.5	413	K562_K700E	SERBP1:chr1:67424887:67424977:67424887:67424959:67425082:67425223:-
6468	ENSG00000142864.15	SERBP1	chr1	-	67424887	67424977	67424887	67424959	67425082	67425223	6468	30,145,361,220,624,000,000,000,000,000,000	6,111,075,355,539,370,000,000,000	71,714,571,653,769	51,811,531,275,766	157	139	0	0	0.814,0.815,0.846,0.798,0.9,0.791,0.854,0.885	0.551,0.528,0.534,0.471	0.317	A3SS	2707.5	453	1113	959.5	MDS	SERBP1:chr1:67424887:67424977:67424887:67424959:67425082:67425223:-
16705	ENSG00000185917.14	SETD4	chr21	-	36043685	36043969	36043685	36043956	36045581	36046011	16705	7,3,8	15,19,7	2,0,1	28,29,36	162	149	5.81E-07	9.02E-05	0.3,0.127,0.512	0.062,0.0,0.025	0.284	A3SS	7	15	1	29	Nalm_6	SETD4:chr21:36043685:36043969:36043685:36043956:36045581:36046011:-
14176	ENSG00000185917.14	SETD4	chr21	-	36043685	36043969	36043685	36043956	36045581	36046011	14176	6,4	12,15	0,0	29,24	152	139	1.56E-06	0.000210115	0.314,0.196	0.0,0.0	0.255	A3SS	5	13.5	0	26.5	K562_K700E	SETD4:chr21:36043685:36043969:36043685:36043956:36045581:36046011:-
16910	ENSG00000185917.14	SETD4	chr21	-	36043685	36043969	36043685	36043956	36045581	36046011	16910	0,37,0,15,2,6,4,4	67,35,22,30,49,32,14,52	0,2,0,0	4,31,96,38	152	139	1.27E-08	1.18E-06	0.0,0.492,0.0,0.314,0.036,0.146,0.207,0.066	0.0,0.056,0.0,0.0	0.144	A3SS	4	33.5	0	34.5	MDS	SETD4:chr21:36043685:36043969:36043685:36043956:36045581:36046011:-
19910	ENSG00000104897.10	SF3A2	chr19	+	2247565	2247662	2247593	2247662	2246881	2247022	19910	70,55,28	1,006,783,589	15,36,27	6,879,711,053	177	149	5.94E-07	9.15E-05	0.055,0.056,0.038	0.018,0.03,0.021	0.027	A3SS	55	783	27	971	Nalm_6	SF3A2:chr19:2247565:2247662:2247593:2247662:2246881:2247022:+
15652	ENSG00000104897.10	SF3A2	chr19	+	2247565	2247662	2247593	2247662	2246881	2247022	15652	9,20	81,70	11,5	139,136	167	139	0.000523907	0.023550671	0.085,0.192	0.062,0.03	0.093	A3SS	14.5	75.5	8	137.5	K562_K700E	SF3A2:chr19:2247565:2247662:2247593:2247662:2246881:2247022:+
20547	ENSG00000104897.10	SF3A2	chr19	+	2247565	2247662	2247593	2247662	2246881	2247022	20547	163,71,19,66,21,67,37,26	687,588,316,341,719,000,000,000	7,3,1,1	290,501,579,232	167	139	0	0	0.165,0.091,0.048,0.139,0.024,0.112,0.094,0.04	0.02,0.005,0.001,0.004	0.082	A3SS	51.5	478.5	2	395.5	MDS	SF3A2:chr19:2247565:2247662:2247593:2247662:2246881:2247022:+
39443	ENSG00000027869.12	SH2D2A	chr1	-	156816005	156816112	156816005	156816094	156816674	156816848	39443	27,10,4	12,9,3	0,0,0	6,12,6	167	149	4.48E-13	1.90E-10	0.667,0.498,0.543	0.0,0.0,0.0	0.569	A3SS	10	9	0	6	Nalm_6	SH2D2A:chr1:156816005:156816112:156816005:156816094:156816674:156816848:-
23218	ENSG00000027869.12	SH2D2A	chr1	-	156816005	156816112	156816005	156816094	156816674	156816848	23218	5,4	7,2	0,0	2,4	157	139	2.33E-06	0.000285966	0.387,0.639	0.0,0.0	0.513	A3SS	4.5	4.5	0	3	K562_K700E	SH2D2A:chr1:156816005:156816112:156816005:156816094:156816674:156816848:-
42511	ENSG00000169359.16	SLC33A1	chr3	-	155827957	155828391	155827957	155828377	155829687	155829903	42511	6,8,5	86,80,52	0,0,0	154,119,120	163	149	1.63E-07	2.94E-05	0.06,0.084,0.081	0.0,0.0,0.0	0.075	A3SS	6	80	0	120	Nalm_6	SLC33A1:chr3:155827957:155828391:155827957:155828377:155829687:155829903:-
44719	ENSG00000169359.16	SLC33A1	chr3	-	155827957	155828391	155827957	155828377	155829687	155829903	44719	3,9,9,3,1,5,3,7	51,38,33,62,45,47,25,38	0,0,0,0	5,39,90,33	153	139	7.80E-09	7.69E-07	0.051,0.177,0.199,0.042,0.02,0.088,0.098,0.143	0.0,0.0,0.0,0.0	0.102	A3SS	4	41.5	0	36	MDS	SLC33A1:chr3:155827957:155828391:155827957:155828377:155829687:155829903:-
13011	ENSG00000168003.18	SLC3A2	chr11	+	62881880	62882066	62881892	62882066	62880895	62881447	13011	45,54,53	309,373,350	13,27,23	252,535,491	161	149	9.12E-11	2.84E-08	0.119,0.118,0.123	0.046,0.045,0.042	0.076	A3SS	53	350	23	491	Nalm_6	SLC3A2:chr11:62881880:62882066:62881892:62882066:62880895:62881447:+
11910	ENSG00000168003.18	SLC3A2	chr11	+	62881880	62882066	62881892	62882066	62880895	62881447	11910	12,17	30,44	4,4	81,58	151	139	5.58E-07	8.96E-05	0.269,0.262	0.043,0.06	0.214	A3SS	14.5	37	4	69.5	K562_K700E	SLC3A2:chr11:62881880:62882066:62881892:62882066:62880895:62881447:+
13119	ENSG00000168003.18	SLC3A2	chr11	+	62881880	62882066	62881892	62882066	62880895	62881447	13119	53,76,79,31,41,11,32,18	352,566,368,219,208,000,000,000	14,2,4,2	103,187,184,239	151	139	2.55E-15	7.85E-13	0.122,0.11,0.165,0.115,0.154,0.053,0.185,0.064	0.111,0.01,0.02,0.008	0.084	A3SS	36.5	230.5	3	185.5	MDS	SLC3A2:chr11:62881880:62882066:62881892:62882066:62880895:62881447:+
28967	ENSG00000163798.13	SLC4A1AP	chr2	+	27688680	27688767	27688699	27688767	27687933	27688020	28967	3,8	9,7	2,0	20,15	158	139	0.000149152	0.008803286	0.227,0.501	0.081,0.0	0.324	A3SS	5.5	8	1	17.5	K562_K700E	SLC4A1AP:chr2:27688680:27688767:27688699:27688767:27687933:27688020:+
55913	ENSG00000163798.13	SLC4A1AP	chr2	+	27688680	27688767	27688699	27688767	27687933	27688020	55913	10,7,18,12,35,16,5,20	140,243,110,63,75,71,48,96	0,0,3,0	27,80,76,35	158	139	1.10E-11	1.96E-09	0.059,0.025,0.126,0.144,0.291,0.165,0.084,0.155	0.0,0.0,0.034,0.0	0.123	A3SS	14	85.5	0	55.5	MDS	SLC4A1AP:chr2:27688680:27688767:27688699:27688767:27687933:27688020:+
2802	ENSG00000128739.23	SNRPN	chr15	+	24974287	24974456	24974386	24974456	24967931	24968082	2802	92,124,69	36,42,19	124,165,178	12,12,7	248	149	6.10E-14	2.82E-11	0.606,0.639,0.686	0.861,0.892,0.939	-0.254	A3SS	92	36	165	12	Nalm_6	SNRPN:chr15:24974287:24974456:24974386:24974456:24967931:24968082:+
2823	ENSG00000128739.23	SNRPN	chr15	+	24974287	24974456	24974386	24974456	24967931	24968082	2823	173,244,200,193,217,000,000,000	33,53,113,26,66,30,38,63	66,268,383,264	0,0,0,8	238	139	0	0	0.754,0.729,0.508,0.813,0.658,0.782,0.615,0.671	1.0,1.0,1.0,0.951	-0.296	A3SS	196.5	45.5	266	0	MDS	SNRPN:chr15:24974287:24974456:24974386:24974456:24967931:24968082:+
38817	ENSG00000057252.13	SOAT1	chr1	+	179350276	179350431	179350295	179350431	179348843	179348942	38817	23,24,12	120,73,74	13,2,3	222,203,150	168	149	2.53E-13	1.11E-10	0.145,0.226,0.126	0.049,0.009,0.017	0.141	A3SS	23	74	3	203	Nalm_6	SOAT1:chr1:179350276:179350431:179350295:179350431:179348843:179348942:+
40704	ENSG00000057252.13	SOAT1	chr1	+	179350276	179350431	179350295	179350431	179348843	179348942	40704	0,12,10,10,6,4,8,23	27,33,69,68,91,83,55,72	0,0,0,0	16,103,125,117	158	139	7.77E-16	2.50E-13	0.0,0.242,0.113,0.115,0.055,0.041,0.113,0.219	0.0,0.0,0.0,0.0	0.112	A3SS	9	68.5	0	110	MDS	SOAT1:chr1:179350276:179350431:179350295:179350431:179348843:179348942:+
39500	ENSG00000143742.14	SRP9	chr1	+	225789019	225789093	225789033	225789093	225783299	225783368	39500	7,5,8	1,0,2	6,2,4	7,9,4	163	149	6.57E-06	0.000742201	0.865,1.0,0.785	0.439,0.169,0.478	0.521	A3SS	7	1	4	7	Nalm_6	SRP9:chr1:225789019:225789093:225789033:225789093:225783299:225783368:+
23236	ENSG00000143742.14	SRP9	chr1	+	225789019	225789093	225789033	225789093	225783299	225783368	23236	2,3	0,0	0,0	2,4	153	139	1.62E-10	9.39E-08	1.0,1.0	0.0,0.0	1	A3SS	2.5	0	0	3	K562_K700E	SRP9:chr1:225789019:225789093:225789033:225789093:225783299:225783368:+
62988	ENSG00000242294.6	STAG3L5P	chr7	+	100349716	100350158	100349798	100350158	100345864	100345968	62988	79,77,47	6,2,0	55,77,102	10,8,9	231	149	0.001733657	0.069488847	0.895,0.961,1.0	0.78,0.861,0.88	0.112	A3SS	77	2	77	9	Nalm_6	STAG3L5P:chr7:100349716:100350158:100349798:100350158:100345864:100345968:+
32325	ENSG00000242294.6	STAG3L5P	chr7	+	100349716	100350158	100349798	100350158	100345864	100345968	32325	13,14	1,0	10,10	8,11	221	139	7.84E-08	1.77E-05	0.891,1.0	0.44,0.364	0.543	A3SS	13.5	0.5	10	9.5	K562_K700E	STAG3L5P:chr7:100349716:100350158:100349798:100350158:100345864:100345968:+
65412	ENSG00000242294.6	STAG3L5P	chr7	+	100349716	100350158	100349798	100350158	100345864	100345968	65412	66,94,123,78,122,166,88,169	16,2,12,4,8,6,2,4	7,121,202,48	7,75,129,32	221	139	0	0	0.722,0.967,0.866,0.925,0.906,0.946,0.965,0.964	0.386,0.504,0.496,0.485	0.44	A3SS	108	5	84.5	53.5	MDS	STAG3L5P:chr7:100349716:100350158:100349798:100350158:100345864:100345968:+
11007	ENSG00000040341.18	STAU2	chr8	-	73709031	73709177	73709031	73709162	73738283	73738349	11007	19,16,12	27,35,9	3,5,2	55,45,43	164	149	7.13E-10	1.90E-07	0.39,0.293,0.548	0.047,0.092,0.041	0.35	A3SS	16	27	3	45	Nalm_6	STAU2:chr8:73709031:73709177:73709031:73709162:73738283:73738349:-
10105	ENSG00000040341.18	STAU2	chr8	-	73709031	73709177	73709031	73709162	73738283	73738349	10105	3,8	12,8	0,0	4,4	154	139	3.11E-05	0.002537392	0.184,0.474	0.0,0.0	0.329	A3SS	5.5	10	0	4	K562_K700E	STAU2:chr8:73709031:73709177:73709031:73709162:73738283:73738349:-
11115	ENSG00000040341.18	STAU2	chr8	-	73709031	73709177	73709031	73709162	73738283	73738349	11115	9,8,19,20,23,10,4,24	8,5,22,14,7,18,12,33	0,0,6,3	4,21,8,14	154	139	4.75E-05	0.001574121	0.504,0.591,0.438,0.563,0.748,0.334,0.231,0.396	0.0,0.0,0.404,0.162	0.334	A3SS	14.5	13	1.5	11	MDS	STAU2:chr8:73709031:73709177:73709031:73709162:73738283:73738349:-
29369	ENSG00000167323.12	STIM1	chr11	+	4083241	4083498	4083262	4083498	4082881	4082982	29369	4,8,4	57,59,39	0,0,0	42,43,78	170	149	5.44E-06	0.000640226	0.058,0.106,0.082	0.0,0.0,0.0	0.082	A3SS	4	57	0	43	Nalm_6	STIM1:chr11:4083241:4083498:4083262:4083498:4082881:4082982:+
19289	ENSG00000167323.12	STIM1	chr11	+	4083241	4083498	4083262	4083498	4082881	4082982	19289	8,9	16,19	0,0	31,38	160	139	1.40E-09	5.42E-07	0.303,0.292	0.0,0.0	0.297	A3SS	8.5	17.5	0	34.5	K562_K700E	STIM1:chr11:4083241:4083498:4083262:4083498:4082881:4082982:+
30785	ENSG00000167323.12	STIM1	chr11	+	4083241	4083498	4083262	4083498	4082881	4082982	30785	47,42,81,65,74,61,31,58	116,171,142,173,233,147,86,148	0,0,0,1	40,234,328,130	160	139	0	0	0.26,0.176,0.331,0.246,0.216,0.265,0.238,0.254	0.0,0.0,0.0,0.007	0.246	A3SS	59.5	147.5	0	182	MDS	STIM1:chr11:4083241:4083498:4083262:4083498:4082881:4082982:+
49072	ENSG00000165416.15	SUGT1	chr13	+	52661474	52661570	52661477	52661570	52659178	52659249	49072	67,62,38	13,12,8	98,108,53	12,4,2	152	149	0.000618308	0.031311367	0.835,0.835,0.823	0.889,0.964,0.963	-0.108	A3SS	62	12	98	4	Nalm_6	SUGT1:chr13:52661474:52661570:52661477:52661570:52659178:52659249:+
51300	ENSG00000165416.15	SUGT1	chr13	+	52661474	52661570	52661477	52661570	52659178	52659249	51300	90,195,179,131,79,104,42,122	12,23,0,16,6,13,3,13	33,76,117,55	0,1,0,0	142	139	6.11E-11	9.63E-09	0.88,0.892,1.0,0.889,0.928,0.887,0.932,0.902	1.0,0.987,1.0,1.0	-0.083	A3SS	113	12.5	65.5	0	MDS	SUGT1:chr13:52661474:52661570:52661477:52661570:52659178:52659249:+
68029	ENSG00000103168.17	TAF1C	chr16	-	84179943	84180344	84179943	84180328	84181042	84181186	68029	72,68,37	26,22,14	87,97,106	0,7,8	165	149	3.42E-12	1.31E-09	0.714,0.736,0.705	1.0,0.926,0.923	-0.231	A3SS	68	22	97	7	Nalm_6	TAF1C:chr16:84179943:84180344:84179943:84180328:84181042:84181186:-
34491	ENSG00000103168.17	TAF1C	chr16	-	84179943	84180344	84179943	84180328	84181042	84181186	34491	18,10	3,4	35,39	0,0	155	139	2.32E-05	0.002004069	0.843,0.692	1.0,1.0	-0.233	A3SS	14	3.5	37	0	K562_K700E	TAF1C:chr16:84179943:84180344:84179943:84180328:84181042:84181186:-
71156	ENSG00000103168.17	TAF1C	chr16	-	84179943	84180344	84179943	84180328	84181042	84181186	71156	69,115,74,70,70,42,28,69	5,22,18,7,4,8,0,4	82,66,152,34	0,0,7,0	155	139	1.28E-08	1.18E-06	0.925,0.824,0.787,0.9,0.94,0.825,1.0,0.939	1.0,1.0,0.951,1.0	-0.095	A3SS	69.5	6	74	0	MDS	TAF1C:chr16:84179943:84180344:84179943:84180328:84181042:84181186:-
19783	ENSG00000112592.15	TBP	chr6	+	170556864	170557083	170556878	170557083	170554378	170554463	19783	1,4	11,9	0,0	11,13	153	139	0.002219462	0.069361412	0.076,0.288	0.0,0.0	0.182	A3SS	2.5	10	0	12	K562_K700E	TBP:chr6:170556864:170557083:170556878:170557083:170554378:170554463:+
31987	ENSG00000112592.15	TBP	chr6	+	170556864	170557083	170556878	170557083	170554378	170554463	31987	2,7,0,0,2,4,1,12	9,31,23,30,49,25,14,24	0,1,0,0	16,32,101,45	153	139	1.59E-07	1.12E-05	0.168,0.17,0.0,0.0,0.036,0.127,0.061,0.312	0.0,0.028,0.0,0.0	0.102	A3SS	2	24.5	0	38.5	MDS	TBP:chr6:170556864:170557083:170556878:170557083:170554378:170554463:+
54012	ENSG00000115970.19	THADA	chr2	-	43577021	43577261	43577021	43577242	43578512	43578607	54012	14,11,6	92,83,72	2,0,1	146,109,151	168	149	1.02E-10	3.16E-08	0.119,0.105,0.069	0.012,0.0,0.006	0.092	A3SS	11	83	1	146	Nalm_6	THADA:chr2:43577021:43577261:43577021:43577242:43578512:43578607:-
56344	ENSG00000115970.19	THADA	chr2	-	43577021	43577261	43577021	43577242	43578512	43578607	56344	0,0,0,3,0,3,7,4	7,8,41,41,40,29,8,39	0,0,0,0	3,64,34,17	158	139	0.003698954	0.06245586	0.0,0.0,0.0,0.06,0.0,0.083,0.435,0.083	0.0,0.0,0.0,0.0	0.083	A3SS	1.5	34	0	25.5	MDS	THADA:chr2:43577021:43577261:43577021:43577242:43578512:43578607:-
3375	ENSG00000126351.13	THRA	chr17	+	40093019	40093867	40093136	40093867	40089205	40089333	3375	149,106,38	5,7,1	108,113,99	0,3,0	266	149	0.000930207	0.042784694	0.943,0.895,0.955	1.0,0.955,1.0	-0.054	A3SS	106	5	108	0	Nalm_6	THRA:chr17:40093019:40093867:40093136:40093867:40089205:40089333:+
3405	ENSG00000126351.13	THRA	chr17	+	40093019	40093867	40093136	40093867	40089205	40089333	3405	225,285,56,144,144,85,74,101	11,54,12,16,26,17,14,32	119,93,160,43	9,6,0,2	256	139	7.62E-09	7.53E-07	0.917,0.741,0.717,0.83,0.75,0.731,0.742,0.632	0.878,0.894,1.0,0.921	-0.166	A3SS	122.5	16.5	106	4	MDS	THRA:chr17:40093019:40093867:40093136:40093867:40089205:40089333:+
13374	ENSG00000150433.10	TMEM218	chr11	-	125102131	125102351	125102131	125102317	125102733	125102809	13374	14,12,5	9,8,3	4,9,6	15,24,15	183	149	6.74E-05	0.005268211	0.559,0.55,0.576	0.178,0.234,0.246	0.342	A3SS	12	8	6	15	Nalm_6	TMEM218:chr11:125102131:125102351:125102131:125102317:125102733:125102809:-
13492	ENSG00000150433.10	TMEM218	chr11	-	125102131	125102351	125102131	125102317	125102733	125102809	13492	20,93,49,58,40,26,36,31	51,31,63,17,42,19,17,44	0,9,22,22	9,55,50,33	173	139	4.30E-05	0.001443019	0.24,0.707,0.385,0.733,0.433,0.524,0.63,0.361	0.0,0.116,0.261,0.349	0.32	A3SS	38	36.5	15.5	41.5	MDS	TMEM218:chr11:125102131:125102351:125102131:125102317:125102733:125102809:-
37791	ENSG00000196187.12	TMEM63A	chr1	-	225848491	225848614	225848491	225848554	225848896	225849012	37791	5,7,6	91,74,53	0,1,0	111,77,105	209	149	1.45E-05	0.001463463	0.038,0.063,0.075	0.0,0.009,0.0	0.056	A3SS	6	74	0	105	Nalm_6	TMEM63A:chr1:225848491:225848614:225848491:225848554:225848896:225849012:-
22502	ENSG00000196187.12	TMEM63A	chr1	-	225848491	225848614	225848491	225848554	225848896	225849012	22502	3,10	21,22	0,0	34,29	199	139	2.23E-06	0.000275844	0.091,0.241	0.0,0.0	0.166	A3SS	6.5	21.5	0	31.5	K562_K700E	TMEM63A:chr1:225848491:225848614:225848491:225848554:225848896:225849012:-
39533	ENSG00000196187.12	TMEM63A	chr1	-	225848491	225848614	225848491	225848554	225848896	225849012	39533	25,44,22,14,51,48,10,12	201,165,145,84,69,170,39,71	0,0,0,2	102,157,215,135	199	139	0	0	0.08,0.157,0.096,0.104,0.34,0.165,0.152,0.106	0.0,0.0,0.0,0.01	0.147	A3SS	23.5	114.5	0	146	MDS	TMEM63A:chr1:225848491:225848614:225848491:225848554:225848896:225849012:-
21276	ENSG00000177728.17	TMEM94	chr17	+	75491029	75491079	75491048	75491079	75490701	75490758	21276	25,23,8	195,168,130	9,4,11	187,218,362	168	149	2.46E-07	4.28E-05	0.102,0.108,0.052	0.041,0.016,0.026	0.06	A3SS	23	168	9	218	Nalm_6	TMEM94:chr17:75491029:75491079:75491048:75491079:75490701:75490758:+
16265	ENSG00000177728.17	TMEM94	chr17	+	75491029	75491079	75491048	75491079	75490701	75490758	16265	5,4	10,11	1,0	29,17	158	139	2.10E-05	0.001840113	0.305,0.242	0.029,0.0	0.259	A3SS	4.5	10.5	0.5	23	K562_K700E	TMEM94:chr17:75491029:75491079:75491048:75491079:75490701:75490758:+
21907	ENSG00000177728.17	TMEM94	chr17	+	75491029	75491079	75491048	75491079	75490701	75490758	21907	0,27,0,4,3,26,5,5	69,103,60,72,82,49,35,62	0,2,0,0	42,87,123,51	158	139	3.39E-10	4.60E-08	0.0,0.187,0.0,0.047,0.031,0.318,0.112,0.066	0.0,0.02,0.0,0.0	0.09	A3SS	4.5	65.5	0	69	MDS	TMEM94:chr17:75491029:75491079:75491048:75491079:75490701:75490758:+
57564	ENSG00000145901.16	TNIP1	chr5	-	151032286	151032400	151032286	151032394	151033607	151033799	57564	7,4,1	6,0,2	4,8,2	0,1,0	155	149	0.00046785	0.02518979	0.529,1.0,0.325	1.0,0.885,1.0	-0.344	A3SS	4	2	4	0	Nalm_6	TNIP1:chr5:151032286:151032400:151032286:151032394:151033607:151033799:-
30393	ENSG00000145901.16	TNIP1	chr5	-	151032286	151032400	151032286	151032394	151033607	151033799	30393	1,0	2,1	3,4	0,1	145	139	1.62E-05	0.001499584	0.324,0.0	1.0,0.793	-0.735	A3SS	0.5	1.5	3.5	0.5	K562_K700E	TNIP1:chr5:151032286:151032400:151032286:151032394:151033607:151033799:-
59824	ENSG00000145901.16	TNIP1	chr5	-	151032286	151032400	151032286	151032394	151033607	151033799	59824	7,3,20,10,17,4,11,7	16,20,4,12,24,6,14,9	12,9,29,5	0,4,0,0	145	139	3.97E-11	6.48E-09	0.295,0.126,0.827,0.444,0.404,0.39,0.43,0.427	1.0,0.683,1.0,1.0	-0.503	A3SS	8.5	13	10.5	0	MDS	TNIP1:chr5:151032286:151032400:151032286:151032394:151033607:151033799:-
